feature_0,feature_1,feature_2,feature_3,target
12.51502423873241,-4.305426775880816,1.419668037777177,-0.3131001186185704,0.0
12.059206451735196,-4.095481191808691,1.9032942809299798,0.10408748670483799,0.0
11.334494283030768,-3.2031635467745216,2.18123753411765,-0.1837784380463886,0.0
12.146660505217493,-4.0171912229393865,2.2326284150788096,0.8892801860718571,0.0
11.982784519848641,-3.165687633016147,2.157566532715068,0.3671099101040874,0.0
12.123966946965638,-3.8553655753607403,1.9497549166337413,0.47803759336516005,0.0
12.267148002881445,-4.141038699659172,2.1021380467421764,0.9934299039820097,0.0
12.043876040647186,-4.451331208430773,2.030957865948365,-0.07821537844981265,0.0
12.718431820728298,-3.7550678674524294,1.0678946401221228,0.017913887374592097,0.0
11.666202816698327,-4.366347272489563,2.126771102730974,0.9990092325273525,0.0
11.461659926933008,-4.55672775648316,2.7368135736440196,0.5663987867195501,0.0
13.042442619164209,-3.824340481475554,2.1519357693334085,-0.02400030556863782,0.0
12.585465009537534,-4.327542118944838,1.953968675020257,-0.30653801153105,0.0
11.637093096655299,-4.684560665665678,1.853315303170724,-0.48235175626047333,0.0
11.952490823658655,-4.551631498717201,2.43961074752878,-0.26193963399479403,0.0
11.899890750007588,-4.201131997920009,1.2804576750683354,0.012160020149101796,0.0
11.862695651165717,-4.257322679479126,2.2340412613842116,-0.29455611422996697,0.0
12.405408278691482,-2.961698432970527,1.8138226205948342,-0.45082010970855985,0.0
11.602712610583751,-3.6644407222276367,1.5694053654265407,-0.15915988089569985,0.0
11.99109142889267,-4.097700173445191,2.2352972839194427,0.4176736443969706,0.0
11.890069907452718,-4.230602205186088,1.7965215760543307,0.09758203104819267,0.0
12.419345197770589,-4.002412416443819,1.679752547414357,-0.027259376408280297,0.0
11.642289104387014,-4.366688968723784,2.8898630341813245,-0.6140886779124588,0.0
12.537752832610284,-3.5845131775250705,1.7163873833656946,-0.9145601629382554,0.0
12.388950571565381,-4.2270182253440005,2.549044081097946,0.8691539493850646,0.0
11.339916581091972,-4.507058000333902,1.2270791474443796,0.5759620750871669,0.0
11.818739036005777,-4.233238463540218,1.7979581795468162,-0.8911103994218538,0.0
11.934804069182826,-4.992256731975871,2.3373167850216294,0.23924338353056154,0.0
12.658004317356124,-4.228796991670857,2.3623569813330128,1.2672665406952475,0.0
12.696258295723464,-3.779879059877481,2.9557586580642825,-0.6579645060745082,0.0
12.193736470092956,-3.605969674638463,1.732287048363593,-0.016707355499486955,0.0
11.54148870327627,-3.9470205363923094,1.0588709188143324,0.3425431775214891,0.0
10.666428894734349,-3.8931702555574277,1.824329251530075,-0.25514769150693434,0.0
11.942716072237925,-5.130367047812369,2.3466284774148254,-0.7450174185473925,0.0
12.02102044637086,-4.339378569180118,1.2305032913010134,0.45834282000217735,0.0
11.991440793288612,-4.354522830016067,1.7257262343196582,0.20979826856512293,0.0
12.299200395396447,-2.7211032756351576,1.9883567202831482,-0.15982848303179137,0.0
