feature_0,feature_1,target
-4.065509230689732,-7.118336152349742,1
-4.742722288718608,-7.530327360570039,1
-3.807690243398187,5.323235448062189,0
-1.6443713251601493,-6.40266240887211,1
-3.0344042160462013,-6.230144894273317,1
-4.256626866408433,6.138525723438192,0
-4.392831494626272,5.71088886430025,0
-4.123882737365782,6.995736530920147,0
-3.4291380822089774,-6.889655616529943,1
-3.074112276002743,6.8749889174345356,0
-4.304432253931959,5.4110651596342745,0
-0.27648929153430934,7.027040314441861,0
-5.528552036209516,4.889810992605393,0
-3.429691221935104,7.099142072849046,0
-2.780991243932758,7.966595161120011,0
-4.620527271827998,6.4764712387185215,0
-4.042154300141329,-7.661743017194905,1
-3.9841079763288163,5.958724315740817,0
-2.8022220600180576,-7.509981753401482,1
-3.2176230254474802,5.874620503465859,0
-4.988545932776426,5.453987398555868,0
-4.193784444539638,-6.87670836860575,1
-4.122870693793608,5.665555090655319,0
-4.349471258831457,-7.01297082735312,1
-6.0884336874272265,6.53613040759898,0
-3.0432331407440074,8.275415046893682,0
-2.83014602982355,-6.6483986924051965,1
-2.6996773086643024,-6.600713569917126,1
-3.8775176708021952,-6.898286339563529,1
-4.3359130254218305,-7.313637640788301,1
-4.257803543027088,-6.662179943302487,1
-5.385068297343777,8.127780299067489,0
-1.8947195223167532,-7.802003960574524,1
-2.8418150245329494,-4.969034579660237,1
-3.5060085110201955,6.335926051887135,0
-2.3248020103560276,-4.650643254915053,1
-3.5708711657172714,-4.435217482761742,1
-1.277616224218134,-6.037427987588702,1
-3.719515266540165,-4.767358769622149,1
-4.508748221524958,6.992389033763885,0
-4.383133837391809,-6.4140577616145675,1
-4.051212395853565,5.499094622523351,0
-3.3549428210088523,4.551795131540706,0
-3.5577652008911698,6.7328175931488685,0
-4.379290910058602,4.949266753187059,0
-1.94353412947883,-5.559061503733063,1
-3.4525110525300637,6.0442124273734255,0
-4.278503142873823,5.674095883833246,0
-1.6704289100494036,-7.670672973147239,1
-2.7479757186479183,6.710129149298962,0
-3.5478374864207005,-6.378836125094866,1
-2.8912741065290115,6.717671318626826,0
-4.692845854606294,6.870244016558003,0
-3.8089452795120784,5.365371686451837,0
-3.3032373819519503,-7.778735841391806,1
-5.485187776794842,6.412450548402571,0
-3.2851948887624554,-6.197089961553844,1
-4.604936446126059,5.9641527268678,0
-3.993757798645941,7.342807620155855,0
-2.1385990354268762,-7.337042428621246,1
-3.704221882332617,-4.963313053419187,1
-3.25034613352443,-6.065971101822115,1
-5.2689737361422795,7.528423494426631,0
-4.0593061148221725,-6.293351496869946,1
-3.2371413189625655,8.714679696557305,0
-2.2923363657868894,-5.583611119936669,1
-3.1674098915246143,6.249632261655391,0
-6.125697259031636,-6.6516977381657085,1
-3.988146284285035,7.158729971426588,0
-4.042894520465139,5.274702676060232,0
-5.340413035351846,8.369788545790781,0
-4.589787237374171,5.293232691910008,0
-4.631070711527111,5.7064481199813795,0
-3.043806276196032,-5.177491928820582,1
-4.56955865319482,6.089159557655633,0
-4.487822867722709,5.0521725467343614,0
-2.821943078886555,6.835043735112428,0
-4.652767410691545,-6.52243300112939,1
-4.087448045242772,-6.26645079001177,1
-3.3597129961758148,9.337858702464306,0
-2.5001240239710256,6.903298964909236,0
-3.967648602991598,6.541204523377798,0
-3.178762263056992,-7.558101091190871,1
-3.136292662503116,-6.397891777478282,1
-2.6795979835725636,-5.6216980948219994,1
-4.530888234667603,5.9207189330853645,0
-4.403406888449594,4.575631207668333,0
-4.224522036904192,-5.972620910080914,1
-2.810650580231648,-6.648424599127926,1
-2.7144960303606114,5.781737057446574,0
-3.1664612380327934,5.467240783309714,0
-4.836760674868353,6.204522852517551,0
-2.8617640143248497,8.093189882258143,0
-3.7065000456975965,5.886818412641576,0
-1.1157304990646955,-5.450936208591985,1
-2.274733373592091,6.274086514579654,0
-4.696159321802121,6.800644625635795,0
-5.332782315487463,7.248932974201795,0
-2.1587438151692204,5.258577010373074,0
-4.346551276699513,-5.804034135031582,1
-3.799030906840149,5.73247724387577,0
-3.6511259712072754,-7.549371355793909,1
-5.027760076086416,6.53579504924602,0
-2.166946696072068,-5.037367423901822,1
-2.4915668224637493,-7.7438768153079724,1
-3.7918692105809484,5.820545320469244,0
-3.218212847519037,-5.0911667517991965,1
-3.080098413580834,-6.589435325738032,1
-3.511834715995988,-5.744535706308437,1
-4.368093184088637,6.3299758298358695,0
-2.696191589199127,-6.918482295955499,1
-2.734153112764321,4.3823812257912245,0
-1.947134073909508,-5.008449330960572,1
-3.4570952524004963,-4.495217707659632,1
-3.0420844466546133,-8.446818039054891,1
-4.206921377219248,6.6139095406478745,0
-3.206977285797611,-6.299162811958643,1
-3.421901435533382,-5.926842613180905,1
-2.84768169358069,6.6209973353113565,0
-1.9212590419885243,-4.396258954564585,1
-0.8068101443110036,-3.032847076119149,1
-3.937733935598281,5.704258606043035,0
-3.407164170277618,4.929754140399554,0
-1.0623268658571057,-6.658129982969982,1
-3.3538119044649726,7.142308670082374,0
-3.8148350275968324,7.90298342571895,0
-3.507802383144358,7.609127929854699,0
-3.492705850752729,-6.363984863368456,1
-3.950840607207749,6.461730010149666,0
-2.596576689975863,-3.8631669293894393,1
-5.137885032247056,-6.0036034479350855,1
-1.6633120891873592,-6.941627276304326,1
-2.836723904012134,5.245773391841865,0
-2.7146172560414326,-4.287109821129329,1
-3.681207811471223,6.43901189520429,0
-4.468777303357115,-6.22881026190994,1
-2.5505275029272085,7.143798259105956,0
-4.180727189233901,6.530400164491918,0
-3.4026810199390876,-6.7405484407573155,1
-2.702583991292948,-5.677040199995149,1
-3.5448351534622367,6.673020601487394,0
-2.9634755815890825,5.929648531721813,0
-2.4872640083314277,-6.045649231806891,1
-2.675298175402047,-6.559728916620065,1
-3.836328327788753,4.937320707290952,0
-4.072197013313601,-4.266764788896268,1
-3.7032976808846354,5.555730135165,0
-3.9383883657437733,6.55853547999916,0
-3.730574072887525,5.868039062795658,0
-3.8684291534426243,-7.674546323600437,1
-4.139575874317789,-7.473010505846779,1
-2.5181624171293238,-6.12394212351576,1
-3.8978519003128342,6.593160473460364,0
-4.36558471187981,-4.290854368771331,1
-5.375774053135004,5.089969879292449,0
-1.8638460538941586,7.261351749691086,0
-5.297966710212778,-6.613121820071961,1
-2.9299920680384615,-4.805903298311578,1
-4.998445649315219,7.8345620812903505,0
-2.764156009519473,-7.2964930718132806,1
-5.188306355807617,7.21656008632941,0
-2.5832753835395197,6.319208246980318,0
-4.034086301873209,5.909939627349038,0
-3.4282924904814314,7.402749617829182,0
-3.8361103770853644,7.286204321618733,0
-3.851633404090923,-7.336334370050465,1
-4.271718115241815,-8.112602442380586,1
-3.9599636841209196,6.56978129578453,0
-5.043634310814326,-4.770926648242377,1
-2.2527398218802137,5.1867385250301075,0
-3.910665038567067,5.5689128552291205,0
-3.2325573276000172,6.5309236331290546,0
-4.607302492234769,6.584170579853616,0
-4.710389380236005,7.353648697263643,0
-4.747780670492126,-5.926439435254913,1
-1.9993840348813854,-5.201536779713194,1
-3.0883403767822966,5.36812595852993,0
-3.0626303574568805,6.115347850986291,0
-4.83981394673523,-5.5604790047566865,1
-2.868003417642237,6.002245667187974,0
-2.9377819521635162,-5.322630257938571,1
-2.234041641381955,-5.870642959002323,1
-6.218160592843206,6.574787950522698,0
-3.150549884360328,5.019534928134752,0
-4.714530214066688,6.241690623796252,0
-4.415430399728766,5.963563761480282,0
-6.110582301510606,6.187939241847319,0
-4.550168318206155,-5.696160094476124,1
-4.8853828802560315,5.419245050571678,0
-4.7662740102987975,5.363303245660102,0
-3.0717251392690414,-7.066025611184939,1
-3.5653570784030313,-6.884264702839559,1
-3.249054539728349,8.279206016606711,0
-3.1542892388012143,-5.98203065008314,1
-4.874134964870002,-6.291085870430571,1
-2.158520307636257,-6.227000621094468,1
-3.7359118153088122,-6.194244233860716,1
-4.021875961168497,7.219772351254348,0
-3.3561050773825762,5.841960986994263,0
-3.6305418509716323,-6.4426746397397565,1
-3.4064738124452005,-3.7424211564690024,1
-2.8223933497566223,6.6495008407639284,0
-4.402220124065977,7.2497288796158355,0
-2.492209716364751,-3.8008068986076973,1
-2.9638248036948243,-7.684946190322752,1
-3.0387800986915474,-7.131036216566663,1
-4.682568249004273,6.5777484896881795,0
-1.3198887107682231,7.3044473588789804,0
-4.441346545314773,-6.608187354748116,1
-2.7466214774608,-6.368728169170536,1
-3.603408404837424,7.6302163166240184,0
-3.7075191457893433,6.748614347745106,0
-3.8199252527240133,5.174657200367487,0
-4.337695157611718,4.6336405344507385,0
-3.601972419185239,-5.814466955905687,1
-3.7088027752409096,5.141770295693101,0
-4.907309936990095,5.217553533408407,0
-2.780195247358249,7.938388217723824,0
-4.380822634143665,-4.371947968855237,1
-3.551952696187696,8.20367738708085,0
-1.8801728801362108,6.7004533501647865,0
-3.910000894315924,6.664055817358502,0
-4.851010090951306,-4.859982093007682,1
-3.2278842487325976,5.726229332033853,0
-4.694522272830432,6.859746497698234,0
-3.647748436476728,6.505148566929093,0
-4.318875937297981,-5.907920270149365,1
-2.6221951020437717,-7.041702298643636,1
-3.858291342454942,-5.023578821575752,1
-2.8594950135612516,-5.268068583433877,1
-3.522444985008548,6.718178321222409,0
-4.27217874669806,6.349241096099244,0
-2.8930371691892596,-5.405417612452126,1
-5.175520061156597,7.171018978778989,0
-3.7528891646290794,-3.7986017361593802,1
-3.138661762602811,-6.510364286034262,1
-2.9353088625100923,-6.745981036962508,1
-4.101153404078342,-6.867552520921298,1
-4.3510749798068336,6.951135486908402,0
-4.1041334436422074,5.913910593931277,0
-4.301207430618474,4.709993642920725,0
-4.773883360815388,6.437110156997181,0
-5.240096097453089,5.762434093867631,0
-4.301865935758624,-6.557218122565904,1
-4.14329459456396,-7.253233064456912,1
-2.655001714224924,-7.529557575751891,1
-2.9445622940186977,-5.9540658338698895,1
-1.5680579925633846,-5.11246108030143,1
-3.941203164657249,-6.848648417629171,1
-2.8354810829966484,6.359455267981927,0
-2.1802179521252247,-5.640502523716758,1
-2.7738019364500452,-6.236526149567455,1
-2.999687717857941,-7.023012077577193,1
-1.0843024629436333,-5.290476746094727,1
-1.5357094425269506,-6.9647484557097235,1
-2.4717329573982387,6.826927261224166,0
-3.128022445197281,-5.4568393495201075,1
-4.0463652231253695,6.984565699135206,0
-2.6376907479328686,-6.225065261084304,1
-3.518360952430576,6.342455463071528,0
-3.4865944904478003,-5.07459627520934,1
-3.05454152047589,6.529473497634955,0
-3.7309851100541898,5.748848462092566,0
-2.8569134208355873,-5.11691851541571,1
-4.219015756118341,-5.926290204075861,1
-1.9794833087754058,5.09442207234732,0
-1.434142683677848,-7.994991699052955,1
-1.719949996191243,6.8505413633023995,0
-3.439110481653402,6.318167447205171,0
-3.455462986256558,-5.9389274053641135,1
-4.325857596565038,-5.37352397094406,1
-4.310676915740633,-6.035051953080489,1
-3.0233353510504384,-7.5716624089397335,1
-2.4439026475410612,-7.349707300422957,1
-2.9810550410547787,2.4704195271923886,0
-5.629843957859257,5.709299750659256,0
-3.7251103286646843,-6.326908244791295,1
-4.478109105522812,6.97940905112211,0
-3.2050655467065674,4.8401156518288975,0
-3.5740544540102617,7.503307312367825,0
-3.4954896267009805,-6.935848941941796,1
-3.2529360581412936,4.405744460905316,0
-3.3924727684644913,-5.4098914517582894,1
-4.8532488270999306,5.2507073239926205,0
-2.48640635533526,-8.322951647768644,1
-2.260082579967724,-6.570116481233527,1
-2.9829977363706623,5.314581954195441,0
-5.81703871099273,6.255715095420778,0
-4.11433973412212,5.9539111885142555,0
-2.1510991963203487,-5.140986227231214,1
-0.8441012515911122,-5.905719709395502,1
-3.161017850547962,5.863228547425076,0
-3.5974640535828457,-7.33926097884579,1
-4.382781409025417,6.336396655145601,0
-3.8879896695988427,4.315985979885818,0
-4.65350254639009,-6.867399057722327,1
-2.987166270009571,-4.127542359498389,1
-5.243412840165746,7.320308238227144,0
-2.3341601345146863,-6.547334911391788,1
-2.7628382312159987,-6.994058888718269,1
-5.270150601460184,6.8752048534751165,0
